review_date,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_month
1995-08-31,US,53096377,R83ZJYM0CHUP0,385479565,905671096.0,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Books,5,0,0,False,False,Reads like a great thriller unbelievably its all true,A very thorough a well written account of a shocking storyThis book has it all characters suspense and unbelievably its all true After reading this one realizes how precarious our existence is,8
1995-09-09,US,53084640,R237ER6BS4JGVG,140143459,488185202.0,Liar's Poker: Rising Through the Wreckage on Wall Street,Books,5,1,1,False,False,A poignant memoir,After reading Liars Poker youll feel as I do that you have lived through the 80s on Wall Street with Lewis,9
1995-11-11,US,52648220,R8XSPTXK3YTVL,914457551,710956461.0,The Complete Book of Golf Games,Books,5,14,14,False,False,A must for golfers who want to spice up their game,This is a delightful as well as practical compendium of over 80 golf side games wagers tournament formats etc  all designed to make your next round of 18 holes more fun and maybe more profitable The illustrations trivia and overall production quality of this book make it far superior to the older books available on the same topic Eyepopping cover and fair price 995 make it a great gift for any golfer I highly recommend this book,11
1995-09-22,US,53096222,R39G8DNP2NHZLU,446400068,947253832.0,Drowned Hopes,Books,5,0,2,False,False,One of his best,Drowned Hopes is one of the funniest followthroughs on one of the better Westlake premises The treasure that was buried by the mobster before he went to jail is underneath what is now a reservoir That presents challenges but Dortmunder and his gang are at least AS challenged by being in proximity to a real criminal who is a lot meaner than they are Id put this with the best of Westlakes books and Im one of his biggest fans,9
1995-10-12,US,52643405,RX0RNCQ5XX279,664245552,276960329.0,Reading the Old Testament: Method in Biblical Study,Books,5,18,22,False,False,An excellent introduction to Biblical interpretation,Bartons book would serve as a fine introduction to any student interested in practical application of source form redaction or structuralist criticism to the Bible Bartons prose is lucid his examples extraordinary His discussion of structuralism is the clearest demonstration that I have read The book suffers from two flaws First Bartons book was written prior to the time when deconstruction became a trendy approach to scripture Thus students should be aware the structuralism has transformed into another approach more suited for the nihilistic climate of our age Second for those of us who believe that God is speaking to us through his word Barton leaves little hope He concludes that future study should focus on the act of reading rather than the mimetic relationship between text and man While perhaps an intriguing scholarly study it does little for those of us seeking to know God more fully,10
1995-10-26,US,53096541,R2DQ2J4R88MOAG,446602450,454060985.0,Spencerville,Books,5,1,2,False,False,Fantastic and Captivating,This book really held my attention I could not put it down and when I absolutely had to I couldnt wait to get back to it,10
1995-10-23,US,52194881,R3H4NOKDONXLDS,824815130,174665453.0,The Hikers Guide to O'Ahu (A Kolowalu Book),Books,5,7,7,False,False,A musthave if you plan to hike on the island of Oahu,Stuart Balls book is an excellent resource for anyoneplanning to hike on Oahu In fact it has been in mybackpack on most hikes Ive been on Great info on how to get to the trailhead the length and level of difficulty of the hike and insights about what to see and expect when youre on a particular trail The best Hawaiibased book Ive read,10
1995-10-28,US,53095983,R320GVTM5RXZNU,786881046,505457356.0,Pulp Fiction: A Quentin Tarantino Screenplay,Books,5,3,4,False,False,A treat for any Pulp Fiction fan,Shows how much the stars ablibbed and also showss QTs gift for dialog An excellent companion to the film  out of 4,10
1995-11-03,US,52176002,R1M97P3WEMGYIG,688124089,595253424.0,Shadow of a Dark Queen (The Serpentwar Saga),Books,4,0,0,False,False,One of the finest fantasies I have read,Exciting story easy to read and understand and visionize One of my top 10,11
1995-07-25,US,52948753,R2O0GRQ9S3XCLE,691033730,623917107.0,The Empire of Fashion,Books,5,12,14,False,False,Excellent amp noncondescending look at the rise of fashion,Unlike the stuffy American academics who turn their nose up at the world of fashion Lipovetsky realizes the importance of fashion  not just as a result of liberalism andor capitalism  but as a contributor to these structures Lipovetsky basically argues that modern fashion contributes to democratization by allowing individuals more choices and also by obscuring social classes Does Bill Gates dress signify his social or financial superiority in any way He also gives a pretty concise and coherent history of fashion which helps us understand where we stand today On top of all that its well written I dont know whether to thank him or Porter for that All and all an outstanding and entertaining rejection of the tedious reductive Marxist explanations of fashion,7
1995-11-03,US,53095862,R14ROWVBQ7XEJD,670858692,40528119.0,Rose Madder,Books,4,0,0,False,False,real yet not Kings a great storyteller as usual,I was surprised by how natural as opposed to supernatural the book started out But both the natural and supernatural elements were spellbinding Very different subject matter for King,11
1995-08-12,US,53096388,RDASCGBRSYG17,553565443,699852280.0,KINGDOMS OF THE WALL,Books,5,1,3,False,False,Great Story about courageloveand adventure,Great Story about courageloveand adventur,8
1995-10-16,US,53096091,R20VPZ3L8TLXTT,316773867,935048241.0,Pediatric Telephone Advice: Guidelines for the Health Care Provided on Telephone Triage and Office Management of Common Childhood Symptoms,Books,5,2,2,False,False,Dr Schmitt is truly an expert in Pediatric triage,Another standard textbook at triage call centers across the country Dr Schmitts expertise in the telephone assessment of pediatric patients is outstanding Have used these guidelines  they are wonderful,10
1995-11-11,US,53096485,RVS529AN21RR3,6302136105,701401373.0,The Doors [VHS],Video,5,1,2,False,False,The Doors The best movie ever,The Doors is one of my favorite movies Val Kilmer is a great actor EMail me and tell me your thoughts on this movie END,11
1995-07-18,US,53011769,R33HOJ2OWJIDQI,089145537X,837000000.0,The Collector's Guide to Harker Pottery U.S.A.: Identification and Value Guide,Books,5,27,27,False,False,The definitive volume on Harker Pottery,OK Im biased My mother wrote this one Many of the pieces featured in the book are part of my collection But its still the ONLY book on Harker Pottery Americas Oldest Pottery This book not only includes beautiful pictures of Harkerware but also includes a price guide and some history of the pottery industry of the Ohio Valley Harker is a contemporary of many currently collectible potteries such as Hall and Homer Laughlin While not as valuable currently as Autumn Leaf or Fiestaware Harkers Cameoware is becoming increasingly popular Harker is also the only manufacturer of ceramic serving forks and spoons as well as beautiful ceramic rolling pins,7
1995-08-07,US,53096398,R61VUUBXYT6EL,042510107X,34724671.0,Red Storm Rising,Books,5,0,1,False,False,The single best modern war story ever written,Red Storm Rising is the best modern war story ever written It is suspenseful believable allencompassing and exciting Read it now,8
1995-08-09,US,53096585,R2NHLPV435E2KS,679763996,458475501.0,"The Moral Animal: Why We Are, the Way We Are: The New Science of Evolutionary Psychology",Books,4,1,1,False,False,How evolution shapes our emotional and moral lives,Wright summarizes current research on primate evolution from a novel perspective  he interprets how we feel in evolutionary terms  especially moral feelings such as guilt righteous anger etc His conclusions are sensible but not profound The most important message of the book is simply the quotcopernicanquot shift that places evolutionary game theory rather than our inherited primate emotions at the center of our moral universe,8
1995-10-18,US,53096393,R32B90DLSYAJ37,1568842406,512561751.0,Windows 95 for Dummies,Books,2,2,2,False,False,only the terminally computer illiterate should get this,The VAST majority of information found in this book is stuff that the semiknowledgable Win31 user will be able to figure out on hisher own in just a few hours Good for folks who just bought a computer preloaded with Win95 but for anyone else dont waste your money,10
1995-07-24,US,53096478,RDHPLRRA3LSHY,1878862006,905081141.0,Power of the Periodic Table: The Secret of Change in the Universe the Chemical Reaction,Books,5,8,10,False,False,Excellent text for basic chemistry and advanced cognition,As a former student of the author I can truly say that Mr Timmreck has compiled a truly wonderful work in this book He has successfully captured the essence of his classroom lectures making learning the science of chemistry not only significantly easier but very enjoyable If you dont think well this book can help,7
1995-07-25,US,52948753,RPCSKDRGZO4UA,679751203,118994081.0,Vamps & Tramps: New Essays,Books,4,4,8,False,False,Fun Irreverent Ramblings by That Woman,I enjoy Paglia This disqualifies me as an intellecutal which is fine What a lot of people dont quite get is that this is suppossed to be funny and irreverent She writes very well and she grabs your attention and too bad to all her quotenemiesquot who dont have her charm Thats life Its not like people will be reading Naomi Wolf in the next century,7
1995-11-13,US,53095772,R1VK62QTKCCQSY,441094996,271001733.0,The Cat Who Walks through Walls,Books,3,3,5,False,False,Half of a very good book,The first half of this book is vintage Heinlein This is probably because the first half was written twenty years before the second half The latter half of the book is reminiscent of Heinleins quotNumber of the Beastquot and is almost as poorly written Recommended only for someone who wants to read every Heinlein novel,11
1995-08-25,US,53096435,R3AR6H2JHEEDZ6,071463347X,826420421.0,Soviet Military Deception in the Second World War (Soviet (Russian) Military Theory and Practice),Books,5,16,17,False,False,Study on the deception aspect of every major Ostfront battle,The book describes Soviet deception methods and results for every major battle 4145 In every casedetailed down to division maps showing reality and german assessments are provided It is invaluable for reference and it gives very interesting insights on German defeats,8
1995-11-08,US,53096008,R11ZEIWYRMB3Y9,819562513,114140530.0,"Great River: The Rio Grande in North American History. Vol. 1, Indians and Spain. Vol. 2, Mexico and the United States. 2 vols. in one",Books,5,24,24,False,False,Horgans masterpiece history of the Rio Grande river,One of the major materpieces of American historical writing The two volumes are a continuing delight far better than any historical novel Scene succeds scene filled with movement passion and unbelievable heroism Won the Pulitzer and Bancroft Prizes for History and is considered the greatest history of the Rio Grande from preColumbian time to mid 20th century,11
1995-11-22,US,53096008,R12YVQ9SW06GA7,805240616,710501777.0,The Five Books of Moses: The Schocken Bible: Volume I / Deluxe Edition,Books,5,9,9,False,False,A major translation of the First Five Books of The Bible,A glorious book that is magnificently printed Mr Foxs translation is pure poetry The commentary is the best I have ever read For the Bible student and layman this is a version of the first five books of Moses that should not be missed Will undoubtly become a classic in Bible literature The translation from the Hebrew is a joy to read and brings new insights to this the greatest of all books written,11
1995-07-26,US,53038916,R2E06DLRMHNEJR,60171162,378426804.0,Sisters and Lovers,Books,5,0,0,False,False,I laughed out loud,This book held my attention for the entire 48 hours it took me to get through it all  and I finished wanting more I wanted to know what would happen next to the wonderful people in the story who seemed so much like many of my friends I didnt want it to end At various points throughout my reading I could not believe I was laughing out loud at a book I cant wait until Briscoes next one,7
1995-09-27,US,52589298,R23Z5MIRBQI1FX,096309212X,945876871.0,Radical Honesty (How to Transform Your Life By Telling the Truth),Books,5,3,4,False,False,Relationship skills for the 90s,Some readers may have difficulty getting past the authors forthright language But its worth it This book produced metanoia in my life Not to be missed,9
1995-10-05,US,51078325,R1T1FU8DI97I8,679735771,92932803.0,American Psycho,Books,5,0,0,False,False,Bizarre brilliancea masterpiece,Also known as quotBernardos Biblequot this masterpiece of modern macabre is one of the best written accounts of the mind of a modernday serial killer Terrifying in its implications allegorically it produces a sick political statement all too true in todays world Eastons finest work to date AMERICAN PSYCHO will keep you awake long into the night,10
1995-11-02,US,53095914,R2ZNGRPS98S7N5,821746324,355069804.0,A Midsummer's Magic (A Zebra Holiday Regency Romance),Books,5,2,6,False,False,Funny and magical,When magical spells and love collide everything goes wrong This is a light comical romance full of fun,11
1995-11-04,US,53096531,R32X957QKAMEGB,1852423269,61043751.0,The Roaches Have No King (High Risk Books),Books,4,2,2,False,False,you will never look at roaches the same way,A very interesting work of fiction It is the story of a group of roaches that inhabit an apartment in New York CityA new girlfriend has moved in with Ira and cleaned away theirfood supply This leads our hero a roach named Numbers toconcoct a plan to drive away the new tidy roomate Numbersand his generation were literally raised in books and have become imprinted on the book in which they were raised taking onthat books theme in name and personality Would have rateda bit higher but it approached ethnic differences in a somewhat stereotypical manner,11
1995-08-18,US,53096359,R2JSQ5DKUV1BI8,1880494000,96491013.0,Amber Diceless Role-Playing: Diceless Role-Playing System,Books,5,1,1,False,False,IMHO The best Role Playing Game Ever,If you have ever dreamt of becoming one of Roger Zelaznys Amber Prince then buy this call some of your friends and have fun This is I think the first Diceless RPSystem and I can tell you that it really works By the way if you want to get opinions from people using the Game  subscribe to the Amber mailing list a high bandwith mailing list dedicated to the Amber Diceless RolePlaying and Roger Zelaznys Amber send an email message to Majordomologrusorg with in the message body subscribe amber ltyour email gt Its way too bad Roger Zelazny died on 14 June 1995,8
1995-11-15,US,53095622,R1TUW5NZB1TPG,1886186006,587691602.0,Sponging: A Guide to Living Off Those You Love,Books,5,0,0,False,False,If God were funny he would have written this book,This book is so stupid its genius I read it in two hours and then read it again on the toilet a day later I laughed twice as hard the second time Its hard to believe that these guys found somebody to publish this stuff but Im glad they did I gave a copy to my son who still wont get the hint that I want him to get his lazy butt off my damn couch He laughed harder than I did and hid the remote control until I leant him 20 and a pint of bourbon Good book,11
1995-11-22,US,53096316,R3RRC9ZELZT51B,676312977,178447398.0,Hero and the Crown,Books,1,13,33,False,False,Read it aloud yourself instead,The book in print is magical evocative and lyrical The audiotapes are leaden and so disappointing The voices for the main characters are wrong wrong wrong The female sounds wimpy and trapped in a bad sitcom while the male lead sounds like he has hair on his knuckles If you really want a good fantasy on tape buy something read by Flo Gibson If you like McKinley you will enjoy the EE Nesbit books such as quotFive Children and Itquot and quotThe Enchanted Castlequot both excellently read,11
1995-10-17,US,51747709,R3LS9CLPP1KRHX,553272934,454149734.0,Hunger of Memory : The Education of Richard Rodriguez,Books,5,0,4,False,False,Everyone with the surname Rodriguez should read this book,I read this book and it changed my life I meet the author at a party and did not like him But I still loved his writing and how his work spoke to me,10
1995-10-24,US,53004137,R1EWQX83PW1I4B,1563891662,332327217.0,The Big Book of Death,Books,5,8,8,False,False,Sick morbid and lots of fun,quotThe Big Book of Deathquot the second in Paradox Presss quotBig Book ofquot series is a fascinating disturbing treatment of the subject we simultaneously fear and cant get enough of death With sections on pointless deaths capital punishment famous cemeteries and lots of other aspects of the big D its an interesting and informative book The artwork by a multitude of comic artists is also excellent It may be a comic but this book is definitely not for kids If youre a grownup with a fascination for death and a slightly morbid sense of humor though check it out,10
1995-07-24,US,53096477,R1DFZYRMR065F7,440500702,976631306.0,Schrodinger's Cat Trilogy,Books,4,0,1,False,False,If you liked Illuminatus,If you enjoyed the Illuminatus trilogy youll love this one Set after the end of the events in Illuminatus mostly it contains many of the characters youve grown to know and love from that book sometimes and many new characters maybe plus some that were only hinted at in the Illuminatus trilogy perhaps Oh and it also deals with the Quantum Uncertainty Principle and almost parallel dimensions This has been the only book that I have ever started over on immediately after finishing it,7
1995-10-12,US,53094804,R2ILMUP4FNTFUG,262580896,138816827.0,The Lost Meaning of Classical Architecture: Speculations on Ornament from Vitruvius to Venturi,Books,5,5,5,False,False,Extroadinary,A marvelous marriage of language and the language of Architecture Finally someone has had the courage and talent to take this thing back to the bloody beginning I have read it a couple of times and given it to about 6 friends,10
1995-10-24,US,53096033,R1DM07XAJLEI5M,078686043X,238795097.0,The Beardstown Ladies' Common-Sense Investment Guide: How We Beat the Stock Market - And How You Can Too,Books,5,2,9,False,False,Excellent book for anyone new to the stock market,I just started an investment club with a group of friends and this book has become our bible It is a must for anyone new to investment clubs or individual investing,10
1995-07-23,US,53096550,RSHRYLZF643MM,812532635,247851703.0,The Ships of Earth (Homecoming Saga),Books,4,4,4,False,False,If you liked the other two Homecoming books youll love it,Although it might not work as well as a standalone novel this book continues the saga of the Wetchik clan as they follow the Oversoul through the desert to the place where humans first set foot on Harmony 40 million years perviously The series is quite strong and I enjoyed this book much more because I was already familiar with the characters from the previous two Cards writing focuses on character more than on the pure sciencefiction of his tales and it makes them quite readable All in all another wellcrafted release from one of my favorite authors,7
1995-09-11,US,53096335,R3R9VTJ82FXECQ,425132153,624269601.0,Good Omens,Books,5,0,0,False,False,Funniest book ever written about the AntiChrist,This is quite possibly the funniest book I have ever read Terry Pratchett is an absolute genius read the Discworld booksNOW and Gaiman manages to give the book the appropriate dark touches Brilliant,9
1995-10-14,US,53096531,R2RP47P8NV0V9D,1563891867,446371423.0,The Big Book of Conspiracies (Factoid Books),Books,4,2,2,False,False,Have you looked over your shoulder lately,The latest in quotThe Big Book ofquot series is a brief but comprehensive overview of the big conspiracies  from JFKMLKRFK to UFOs to to more the more modern Whitewater and Casolaro cases Are they all related You be the judge Even as a conspiracy layperson I could see the stories stretch the facts a bit to make a point or is that what the Illuminati want me to think The number of people murderedsuicided in this book is enough to make one think twice about nosing around Makes you think if someone may be monitoring your trail around the net The graphics are great the web tangled and now I find myself keywording CIA and UFO on Amazon,10
1995-10-21,US,53095950,R36MVEDC7S4CEO,811208478,148567452.0,Journey to the End of the Night (English and French Edition),Books,5,1,2,False,False,Lightnings of style in the night of experience,Celine once said he wrote to make other writers unreadable While this may strikes as a strange project I would agree with many others that it was largely fulfilled Throughout his life Celine evolved a very personal quotjubilatoirequot sorry my first language is French style that does make most of modern French authors look like zombies quotJourneyquot Celines first book includes unexpected borrowings form colloquial spoken French A look to further works however shows that these borrowings were only a starting point for a unique work on the French language From the night of his personal experience Celine reaches through language to ultimate elegance light and lightness  a transfiguration arguably difficult to translate into English Jacques P Du Pasquier Geneva Switzerland Editor of Hache,10
1995-10-24,US,53096131,R1REVOWTFNNBDL,442019416,608525973.0,Essential Client Server Survival Guide,Books,4,0,0,False,False,Excellent summary of the state of the clientserver industry,This is an excellent quotGet me caught up quickquot book on client server technology and I would recommend it for anyone who has been in mainframeland and wants to get a perspective on the CS paradigm I enjoyed the easy fluid style of presentation This book is an investment,10
1995-10-15,US,53096582,R3J35IE4LMNCOU,465001041,602218706.0,Ai,Books,3,1,1,False,False,An amusing history of this muchmaligned topic,As this book demonstrates you can learn a lot from what doesnt work The history and politics of AI are as interesting as its successes and failures to date Theres not a lot of technical detail here but the author does manage to weave the thread of a pretty good story through this history,10
1995-10-14,US,53094199,R1KHLBFGZA7XX,345331044,365079858.0,The Riddlemaster of Hed,Books,5,1,2,False,False,Magical both in content and quality of writing,Truly an exceptional work in the genre of fantasy With the simple turn of a phrase Ms McKillip can play your emotions like a harp Very few works of fiction much less fantasy are written this well with this depth of character and background This is one of my favorite series I hope you love it as much as I do,10
1995-10-22,US,53096008,R2V0V2U292068L,523423012,932328326.0,To Live and Die in L.A.,Books,5,2,3,False,False,Excellent LA cops story of drug enforcement,Better than the Movie an action filled story of LA undercover cops running a drug bust Proably the best of Petievichs books His knowledge of law enforcement makes this a real page turner,10
1995-10-17,US,51747709,R1P5J3FNBWTFXY,517122707,161411385.0,A Confederacy of Dunces,Books,5,0,0,False,False,A winner that didnt last Only a mothers love remained,The story behind the book is almost better than the work But make no mistake the work will endure,10
1995-09-01,US,53095863,R2EKPHOKDFKNUY,345340388,58437581.0,The Third Eye,Books,5,2,4,False,False,Incredible story of a Tibetan monks life,This autobiography is an enthralling and comical look at life in Tibet before China invaded it Explore the mysteries of the occult in this book The Third Eye was originally published in 1956,9
1995-11-02,US,53092930,R2XN974V4OQCZA,345397363,380646713.0,"Complete Directory to Prime Time Network and Cable TV Shows, Sixth Edition (6th ed, Revised)",Books,5,1,1,False,False,The authority on television,This is perhaps the most useful reference book ever giving complete information on everything thats ever been on primetime or latenight television in the United States Plus a complete index of all the actors and a bunch of useful appendices Good for looking up specific information and also fun to read covertocover if you can find the time,11
1995-10-31,US,53095057,R33YNIWSOM4FXT,688043941,533308544.0,Authentic Mexican: Regional Cooking from the Heart of Mexico,Books,5,22,22,False,False,Excellent in every way,Excellent cookbook The recipes are the best Ive ever found on true Mexican cooking There is a restaurant in Chicago owed and operated by the authors of this book You must check it out if youre ever in Chicago The cookbook itself is extremely easy to follow It provides very useful sidebar comments on practical tips and regional variations This helps make this cookbook a dream If youre looking for a Mexican cookbook theres no better one to be found,10
1995-08-04,US,53096381,RTLQO8CLKGUVN,812922417,99767536.0,The 99 Critical Shots in Pool: Everything You Need to Know to Learn and Master the Game (Other),Books,5,4,4,False,False,An informative primer for the sport of billiards,In quotThe 99 Critical Shots in Poolquot Ray Martin takes the beginning player through the fundamentals of pool He proceeds in a very organized and stepwise fashion The shots that he teachs are fun to learn fun to watch and useful in pool games If the average beginning to intermediate player practiced most of the shots in this book they could easily become experts at the game of pool,8
1995-10-18,US,53096063,R869EPLN1934S,679419462,861735579.0,The Lost World,Books,1,0,2,False,False,A sickeningly pathetic rehash of Jurassic Park,It had some pretty good parts but for the most part if you read Jurassic Park you have read this They have two young children a girl and a boy a rugged female scientist who wont be stereotyped a greedy old man who meets up with compys Then of course there is Malcolm who DIED in the first book in case anyone forgot He also ends up exactly as he did in the first book albeit not DEAD a hole in his leg and babbling incoherently on morphine Now I know why Crichton doesnt do sequels,10
1995-11-12,US,53062069,R6HGFGKXN1CJ4,262560704,328483841.0,Effective Cycling: 6th Edition,Books,5,16,17,False,False,This book should be on every cyclists bookshelf,br Whatever your involvement in cycling youll want to read Effective Cycling Youll learn about every aspect of riding from selecting equipment to touring to riding in traffic Find out what kind of accidents really happen to cyclists so you can learn how to avoid that sort of accident and stop worrying about accidents that almost never happen Like being hit from behind br Forester is one of the worlds foremost experts in traffic cycling and he designed the Effective Cycling program which is taught by the League of American Bicyclists A similar program is the CanBike Skills program of the Canadian Cycling Association Both courses teach traffic cycling skills and use Effective Cycling as the text br I consider the quotriding in trafficquot chapters to be most important Youll learn where to be on the road which lane how far from the curb and where to be within your lane right middle left  all of which depends on what sort of road youre riding on Youll learn how to change lanes properly in any traffic condition how to gain cooperation from motorists how to prevent acccidents from happening to you and how to avoid an accident thats coming your way by using emergency maneuvers br If you are going to buy only one cycling book Effective Cycling should certainly be the one While youre at it buy a gift copy for every cyclist you love br Foresters Effective Cycling techniques work I ride in busy city traffic every day and its easy and fun This I owe in large part to Effective Cycling,11
1995-07-07,US,53096573,RPLV77JZXG575,047194128X,377000000.0,Object-Oriented Type Systems,Books,4,4,4,False,False,Good techniques well written,The best and possibly only book Ive seen on the topic I very much liked their approach of starting with a simplified language and adding the necessary features The algorithms are useful well presented and their assumptions are laid out clearly,7
1995-10-30,US,53095502,R2GOYBPBINGI6,61009059,830758196.0,"One for the Money (Stephanie Plum, No. 1) (Stephanie Plum Novels)",Books,5,1,1,False,False,Watch out GraftonParetskyGoresEvanovich is coming,Janet Evanovich has created a character that will instantly make you laugh It is a wonderful mystery story and is sure to help her build a following in the mystery genre,10
1995-09-12,US,53096413,R2KN51QNK0V6UF,685350533,513564713.0,Balance and Swing: A Collection of Fifty Five Squares Contras and Triplets in the New England Tradition With Music for Each Dance,Books,4,1,1,False,False,A classic,Ted Sannella has put together a useful and accessible book The material is somewhat dated but it still contains material that should be in every New England Traditional dance callers collection,9
1995-10-11,US,53088511,R1FBUPP1TIXXYD,038547525X,766193328.0,The Great Game of Business: Unlocking the Power and Profitability of Open-Book Management,Books,5,3,4,False,False,The best business book I have ever read,Great Game of Business zeros in on productivity in the USA Employees are dynamic creative and in the thick of the actionGreat Game shows how to capitalize on that how to get everyone focused on the same target and above all how to communicate within the company Few businesses know where to start Great Game says start with the most fundamental tool of a business the financial statements As a CPA I love what Jack Stack has to say in this book,10
1995-11-19,US,53096434,RKZTXDBM6PX4N,691077304,232298383.0,"Open Borders, Nonalignment, and the Political Evolution of Yugoslavia (Princeton Legacy Library)",Books,5,3,3,False,False,An excellent monograph,An excellent monograph by an outstanding scholar,11
1995-10-16,US,53096091,R3IBCEE3REG4PZ,827349912,623851419.0,"Telephone Triage: Theory, Practice, and Protocol Development",Books,5,10,10,False,False,Excellent book on telephone triage Highly recommended,This textbook has become a standard reference at triage call centers across the US A must read for either the new triage nurse or an experienced one,10
1995-11-03,US,52815693,R2WQA2A4U75121,932716164,996304390.0,Grammars for Jess & Twenty Two Cropped Sets,Books,5,0,0,False,False,Great modern textpoetry  truly cool,Good poetry read for those into one of the best poets in America Lots of personal stuff but not sappy Neat and sharp,11
1995-09-11,US,53096423,RS28YY9H2LI6E,312857055,361278280.0,"Wizard's First Rule (Sword of Truth, Book 1)",Books,5,2,4,False,False,Good story line and fastpaced action for such a large book,The goodness of the hero Richard is a little unbelievable but the characters are very strong and the story line is excellent  it really is I will be buying the hardback edition for my personnal library and I look forward to more by this author,9
1995-11-13,US,51905519,R104VGYWF74891,380772574,871311374.0,Enchanted (Medieval Series),Books,4,0,0,False,False,HotHotHot,This tale of the cold Norman heiress and the strong unforgiving man she is forced to wed is not to be missed Told in the style like only Lowell can do it this story unites passion anger acceptance and a love in love story that will leave you begging for more,11
1995-11-19,US,53095695,R9TJBUNJX6D8K,038794284X,329995254.0,Introduction to Game Theory (Universitext),Books,4,1,3,False,False,An excellent book to be used in introductory courses of GT,Though it is an excellent introductory book to be used in Game Theory courses it is not suggested for self study in case the reader lacks on a mathematics background The provided material seems to be the result of the authors hard work on issues related to teaching GT The final chapter devoted to Programming algorithms and techniques sounds more as an addendum or appendix than as a quotsine qua nonquot component of the book Adamantios Koumpis BSc in Computer Science Institute of Computer Science Foundation for Research and TechnologyHellas Crete Greece,11
1995-08-17,US,53096399,R1BALOA11Z06MT,1559947608,381720534.0,The 22 Immutable Laws of Marketing,Books,4,0,0,False,False,awesome,Ive always been partial to immutable laws The tape is entertaining good car listening The laws are clearly self evident once youve heard them and you wonder why you didnt know all that already and were about to go off and do something stupid Its cheap get it,8
1995-10-19,US,53068470,R3T9SE8I5E95SV,091488185X,396871483.0,Elegant Stitches: An Illustrated Stitch Guide & Source Book of Inspiration,Books,5,33,33,False,False,Bestselling silk ribbon embroidery book available,The most complete how to book on using silk ribbon for embroidery Written by world reknown author teacher and lecturer Judith Baker Montano Read it in French Japanese or English This book shows each stitch with a how to line drawing as well as a blow up of it within a piece of finished art work Judiths palette is one of a kind her jewel toned floral designs are easy to duplicate with this timeless referance book Everything you need to get started working with wonderful silk ribbons that are now available at most sewing and craft stores Embellish a tuxedo jacket lapel a pair of velvet flats a matching pendent and more when you learn the how easy it is to do this wonderful handwork that began in the 1700s Full color photos Even a section for left handers Judith even shows how to create your own unique designs in a wonderful chapter at the end What a find,10
1995-07-23,US,53095947,R2WN0N4818YB6J,088494770X,963009818.0,Pillar of Light: A Historical Novel (Work and the Glory),Books,5,8,8,False,False,Once you start reading its hard to put down Wow,It is an excellent book for reading to understand the history of the families that lived during the 1815s through 1830s regarding the beginning of the Church of Jesus Christ of Latter Day Saints It depicts a family who lives in the same area that Joseph Smith lived in It puts truths facts in with some fictional characters to bring up a story that can be easily read It helps the reader understand the plights of the people who were involved in the establishment of the restoration of the church of Jesus Christ It is for anyone who wants to understand the history of the church of Joseph Smith of families who were associated with him their experiences their highlights and sufferings Once the book has been read the reader will have experiences happiness sadness surprise understanding of the people facing moments of their time because of their choice of religion This book is the first of 6 series written by Gerald Lund Members of the LDS church will enjoy these books very much Nonmembers will enjoy the book because of its wellwritten content You like the first book you will want to read all the other books in the series,7
1995-11-03,US,53095862,R2P3PS223QK7EB,449902242,270954632.0,"Healthy Sleep Habits, Happy Child",Books,5,1,1,False,False,Changed my life,My 8 month old son suddenly wasnt sleeping Hed wake up 5 and 6 times in the night when hed been sleeping through and wed go to him and hold him as always He wasnt napping at day care Little did we knowwe should have been letting him cry it out I read this book one week ago and my son has completely turned around Hes sleeping through the night and at day care What I didnt realize was that we were harming him by not letting him develop selfsoothing skills like sucking on his fingers rocking cooing even crying which he needed to put himself to sleep when were not around I had thought quotCry it out Thats not natural Hell think hes abandoned Hell cry for hoursquot But he never cried for more than 10 minutes Now hes a happy baby again,11
1995-10-24,US,53096021,RSD9IZ6E4G65J,679406395,13081295.0,"Monsters Of The Sea: The History, Natural History, and Mythology of the Oceans' Most Fantastic Creatures",Books,5,1,7,False,False,Best book on the subject ever written,I always believed that the authors were the best qualified people to review their own books I wrote this book and I truly believe that it is the best book on the subject ever written I loved the research and the picture research as well It has 150 spectacular illustrations But most of all I liked the great reviews I got from  among other publications  The New York Times Nature and Scientific American,10
1995-10-23,US,53096228,R39JMI1B1W7ZW5,679440380,630529008.0,Palimpsest: A Memoir,Books,4,3,3,False,False,enjoyable erratic gossipy,A mustread for Gores fans He knew many of the important figures of the 20th century personally and has a more brilliant and insightful mind than most of them This book written from the point of old age is a hodgepodge of reflections and frank reminiscences Includes many gossipy tales his account of verbal battles with Truman Capote in front of an alarmed Tennessee Williams are priceless,10
1995-10-29,US,51864151,R1FMZOKK30ZVXW,231082363,856884446.0,The Little Dinosaurs of Ghost Ranch,Books,5,4,4,False,False,A good book about one small dinosaur,This is a wellwritten book that covers the discovery excavation and reconstruction of a dinosaur coelophysis Discussion centered on this small therapod incorporates broader material so that the reader gets an understanding of the life and times of other prehistoric creatures in addition to a detailed account of coelophysis,10
